annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;12143873181;B756128831S;MARCEL;Gore;1998-04-04;M;FRANCAIS(E);22700;LOUANNEC;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;E;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;16089226106;F620019445F;LE GUERN;Kole;1998-12-29;M;FRANCAIS(E);29190;PLEYBEN;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;B;2017;29;0290071V;YVES THEPOT;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;16089226106;F620019445F;LE GUERN;Kole;1998-12-29;M;FRANCAIS(E);29190;PLEYBEN;Personne sans activite professionnelle;Non renseigne (inconnu);TI2D;B;2017;29;0290071V;YVES THEPOT;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;41334987643;S676517185I;CLOAREC;Lovell;1998-05-28;M;FRANCAIS(E);29120;SAINT-JEAN-TROLIMON;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;B;2016;29;0290071V;YVES THEPOT;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;41334987643;S676517185I;CLOAREC;Lovell;1998-05-28;M;FRANCAIS(E);29120;SAINT-JEAN-TROLIMON;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;B;2016;29;0290071V;YVES THEPOT;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;79396838189;K331086974X;MOURET;Lalo;1998-08-08;M;FRANCAIS(E);29290;SAINT-RENAN;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290012F;INDUSTRIEL VAUBAN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;79396838189;K331086974X;MOURET;Lalo;1998-08-08;M;FRANCAIS(E);29290;SAINT-RENAN;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290012F;INDUSTRIEL VAUBAN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;53232672826;B426784238H;BOURY;Kristia;1998-05-24;F;FRANCAIS(E);29520;CHATEAUNEUF-DU-FAOU;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2016;29;0290156M;PRIVE ST LOUIS;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;53232672826;B426784238H;BOURY;Kristia;1998-05-24;F;FRANCAIS(E);29520;CHATEAUNEUF-DU-FAOU;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2016;29;0290156M;PRIVE ST LOUIS;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;53232672826;B426784238H;BOURY;Kristia;1998-05-24;F;FRANCAIS(E);29520;CHATEAUNEUF-DU-FAOU;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2016;29;0290156M;PRIVE ST LOUIS;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;78757944780;H434886905K;LALLEMENT;Gil;1998-08-19;M;FRANCAIS(E);29710;POULDREUZIC;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;29;0290062K;LAENNEC;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;78757944780;H434886905K;LALLEMENT;Gil;1998-08-19;M;FRANCAIS(E);29710;POULDREUZIC;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;29;0290062K;LAENNEC;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;84972421774;F685724662X;BARBOT;Gene;1999-03-11;M;FRANCAIS(E);29250;SAINT-POL-DE-LEON;Technicien;Professeur, profession scientifique;S;AB;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;84972421774;F685724662X;BARBOT;Gene;1999-03-11;M;FRANCAIS(E);29250;SAINT-POL-DE-LEON;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;A;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;51782462181;O188725576U;PORTIER;Lorne;1998-07-23;M;FRANCAIS(E);29710;PLONEIS;Technicien;Employe civil-agent de service de la FP;TI2D;AB;2016;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;51782462181;O188725576U;PORTIER;Lorne;1998-07-23;M;FRANCAIS(E);29710;PLONEIS;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;AB;2016;29;0290071V;YVES THEPOT;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;42474188270;F446054206L;KERN;Xaviar;1998-05-24;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290009C;L IROISE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;42474188270;F446054206L;KERN;Xaviar;1998-05-24;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290009C;L IROISE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;46694092977;U428942871C;MIQUEL;Upton;1998-06-14;M;FRANCAIS(E);29750;LOCTUDY;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;AB;2016;29;0290071V;YVES THEPOT;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;46694092977;U428942871C;MIQUEL;Upton;1998-06-14;M;FRANCAIS(E);29750;LOCTUDY;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;AB;2016;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;46694092977;U428942871C;MIQUEL;Upton;1998-06-14;M;FRANCAIS(E);29750;LOCTUDY;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;AB;2016;29;0290071V;YVES THEPOT;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;59365570698;M441737748X;LEVILLAIN;Woodrow;1998-07-02;M;FRANCAIS(E);35137;PLEUMELEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352235P;RENE CASSIN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;59365570698;M441737748X;LEVILLAIN;Woodrow;1998-07-02;M;FRANCAIS(E);35137;PLEUMELEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352235P;RENE CASSIN;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;92612916813;X124662434D;LE BRETON;Ike;1999-07-17;M;FRANCAIS(E);35720;MESNIL-ROC-H;Elève/Etudiant;Cadre de la fonction publique;TI2D;B;2017;22;0220013V;FONTAINE DES EAUX;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;92612916813;X124662434D;LE BRETON;Ike;1999-07-17;M;FRANCAIS(E);35720;MESNIL-ROC-H;Elève/Etudiant;Cadre de la fonction publique;TI2D;B;2017;22;0220013V;FONTAINE DES EAUX;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;92612916813;X124662434D;LE BRETON;Ike;1999-07-17;M;FRANCAIS(E);35720;MESNIL-ROC-H;Personne sans activite professionnelle;Cadre de la fonction publique;TI2D;B;2017;22;0220013V;FONTAINE DES EAUX;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;83560958893;R525168973X;PRAT;Quin;1998-02-09;M;FRANCAIS(E);35400;SAINT-MALO;Elève/Etudiant;Ingenieur cadre technique d'entreprise;S;P;2016;35;0352072M;PRIVE LA PROVIDENCE ST MALO;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;83560958893;R525168973X;PRAT;Quin;1998-02-09;M;FRANCAIS(E);35400;SAINT-MALO;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;P;2016;35;0352072M;PRIVE LA PROVIDENCE ST MALO;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;83560958893;R525168973X;PRAT;Quin;1998-02-09;M;FRANCAIS(E);35400;SAINT-MALO;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;P;2016;35;0352072M;PRIVE LA PROVIDENCE ST MALO;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;86036429779;R153267223U;PASQUET;Dustin;1998-12-03;M;FRANCAIS(E);35160;MONTFORT-SUR-MEU;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2016;35;0352235P;RENE CASSIN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;86036429779;R153267223U;PASQUET;Dustin;1998-12-03;M;FRANCAIS(E);35160;MONTFORT-SUR-MEU;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2016;35;0352235P;RENE CASSIN;A;
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;88492296575;A038401731L;DELALANDE;Wiley;1998-09-24;M;FRANCAIS(E);35740;PACE;Technicien;Employe civil-agent de service de la FP;S;AB;2017;35;0352009U;LYCEE VICTOR ET HELENE BASCH;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;88492296575;A038401731L;DELALANDE;Wiley;1998-09-24;M;FRANCAIS(E);35740;PACE;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2017;35;0352009U;LYCEE VICTOR ET HELENE BASCH;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;61852223799;U475641587K;FOUCHE;Randolf;1998-06-11;M;FRANCAIS(E);35230;ORGERES;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;P;2016;35;0350028R;BREQUIGNY STS;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;61852223799;U475641587K;FOUCHE;Randolf;1998-06-11;M;FRANCAIS(E);35230;ORGERES;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;P;2016;35;0350028R;BREQUIGNY STS;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;61852223799;U475641587K;FOUCHE;Randolf;1998-06-11;M;FRANCAIS(E);35230;ORGERES;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;P;2016;35;0350028R;BREQUIGNY STS;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;42156083853;K114283574N;COURT;Kristopher;1998-03-28;M;FRANCAIS(E);56950;CRACH;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2016;56;0561534N;BENJAMIN FRANKLIN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;42156083853;K114283574N;COURT;Kristopher;1998-03-28;M;FRANCAIS(E);56950;CRACH;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2016;56;0561534N;BENJAMIN FRANKLIN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;27876171472;R460137533J;LE DU;Vincent;1998-10-08;M;FRANCAIS(E);35200;RENNES;Elève/Etudiant;Technicien;TI2D;B;2017;56;0560026Z;COLBERT;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;27876171472;R460137533J;LE DU;Vincent;1998-10-08;M;FRANCAIS(E);35200;RENNES;Personne sans activite professionnelle;Technicien;TI2D;B;2017;56;0560026Z;COLBERT;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;52765332842;W241175979Y;NOWAK;Marquis;1998-12-05;M;FRANCAIS(E);22440;LA MEAUGON;Personne sans activite professionnelle;Employe de commerce;S;AB;2016;22;0220056S;RABELAIS;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;52765332842;W241175979Y;NOWAK;Marquis;1998-12-05;M;FRANCAIS(E);22440;LA MEAUGON;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;22;0220056S;RABELAIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;66697227455;C887875384A;PIRES;Booker;1998-02-10;M;FRANCAIS(E);56300;MALGUENAC;Personne sans activite professionnelle;Sans profession +60 ans (hors retraité);S;P;2017;22;0220027K;LYCEE GENERAL ET TECHNOLOGIQUE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;66697227455;C887875384A;PIRES;Booker;1998-02-10;M;FRANCAIS(E);56300;MALGUENAC;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2017;22;0220027K;LYCEE GENERAL ET TECHNOLOGIQUE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;13238837734;B252356015Y;BAUMANN;Hewie;1998-07-27;M;FRANCAIS(E);56120;FORGES-DE-LANOUEE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;B;2017;56;0560105K;PRIVE LA MENNAIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;13238837734;B252356015Y;BAUMANN;Hewie;1998-07-27;M;FRANCAIS(E);56120;FORGES-DE-LANOUEE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;B;2017;56;0560105K;PRIVE LA MENNAIS;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;71021135663;Q252464423R;ROMERO;Maverick;1998-10-15;M;FRANCAIS(E);22550;HENANBIHEN;Personne sans activite professionnelle;Artisan;TI2D;B;2016;22;0220058U;CHAPTAL;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;71021135663;Q252464423R;ROMERO;Maverick;1998-10-15;M;FRANCAIS(E);22550;HENANBIHEN;Personne sans activite professionnelle;Artisan;TI2D;B;2016;22;0220058U;CHAPTAL;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;54832208577;W147078204O;HOAREAU;Bertram;1998-08-10;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Technicien;S;AB;2016;29;0290008B;AMIRAL RONARC H;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;54832208577;W147078204O;HOAREAU;Bertram;1998-08-10;M;FRANCAIS(E);29200;BREST;Non renseigne (inconnu);Technicien;S;AB;2016;29;0290008B;AMIRAL RONARC H;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;46337788873;S268798672M;ROUTIER;Louie;1998-12-09;M;FRANCAIS(E);35170;BRUZ;Technicien;Professeur, profession scientifique;S;AB;2016;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;46337788873;S268798672M;ROUTIER;Louie;1998-12-09;M;FRANCAIS(E);35170;BRUZ;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2016;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;H;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;24401542083;M775181760B;TUAL;Charlot;1998-05-13;M;FRANCAIS(E);29900;CONCARNEAU;Personne sans activite professionnelle;Chef entreprise 10 salaries ou plus;TI2D;TB;2017;29;0290071V;YVES THEPOT;C;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;24401542083;M775181760B;TUAL;Charlot;1998-05-13;M;FRANCAIS(E);29900;CONCARNEAU;Personne sans activite professionnelle;Chef entreprise 10 salaries ou plus;TI2D;TB;2017;29;0290071V;YVES THEPOT;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;24401542083;M775181760B;TUAL;Charlot;1998-05-13;M;FRANCAIS(E);29900;CONCARNEAU;Personne sans activite professionnelle;Chef entreprise 10 salaries ou plus;TI2D;TB;2017;29;0290071V;YVES THEPOT;A;
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;98213263688;X709405553C;FERET;Zach;1998-03-05;M;FRANCAIS(E);29800;LA ROCHE-MAURICE;Technicien;Ouvrier qualifie;TI2D;AB;2016;29;0290159R;PRIVE ST SEBASTIEN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;98213263688;X709405553C;FERET;Zach;1998-03-05;M;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;29;0290159R;PRIVE ST SEBASTIEN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;98213263688;X709405553C;FERET;Zach;1998-03-05;M;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;29;0290159R;PRIVE ST SEBASTIEN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;46458982853;G516232318T;METZGER;York;1999-11-29;M;FRANCAIS(E);56250;SULNIAC;Personne sans activite professionnelle;Artisan;S;P;2017;56;0561641E;MARCELIN BERTHELOT;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;46458982853;G516232318T;METZGER;York;1999-11-29;M;FRANCAIS(E);56250;SULNIAC;Personne sans activite professionnelle;Artisan;S;P;2017;56;0561641E;MARCELIN BERTHELOT;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;76230368587;B395201434G;BORDAS;Thelonius;1998-10-15;M;FRANCAIS(E);29120;PONT-L'ABBE;Personne sans activite professionnelle;Contremaitre-agent de maitrise;TI2D;B;2016;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;76230368587;B395201434G;BORDAS;Thelonius;1998-10-15;M;FRANCAIS(E);29120;PONT-L'ABBE;Personne sans activite professionnelle;Contremaitre-agent de maitrise;TI2D;B;2016;29;0290071V;YVES THEPOT;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;24429678732;U463237736S;CONTE;Earnest;1998-12-26;M;FRANCAIS(E);22480;SAINT-NICOLAS-DU-PELEM;Personne sans activite professionnelle;Employe de commerce;S;AB;2016;22;0220107X;PRIVE NOTRE DAME CAMPOSTAL;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;24429678732;U463237736S;CONTE;Earnest;1998-12-26;M;FRANCAIS(E);22480;SAINT-NICOLAS-DU-PELEM;Personne sans activite professionnelle;Employe de commerce;S;AB;2016;22;0220107X;PRIVE NOTRE DAME CAMPOSTAL;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;22116458528;W848438167B;LECOCQ;Michel;1998-01-04;M;FRANCAIS(E);29850;GOUESNOU;Non renseigne (inconnu);Retraité ancien  employé et ouvrier;S;P;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;22116458528;W848438167B;LECOCQ;Michel;1998-01-04;M;FRANCAIS(E);29850;GOUESNOU;Non renseigne (inconnu);Retraité ancien  employé et ouvrier;S;P;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;22471002503;B355766188T;LIMOUSIN;Driskoll;1998-07-22;M;FRANCAIS(E);35720;PLEUGUENEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352533N;Lycée F.R de Chateaubriand COMBOURG;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;22471002503;B355766188T;LIMOUSIN;Driskoll;1998-07-22;M;FRANCAIS(E);35720;PLEUGUENEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352533N;Lycée F.R de Chateaubriand COMBOURG;A;Bourse enseignement supérieur définitive
2017-2018;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;42738231565;G285352154H;GUITTARD;Morley;1998-06-28;M;FRANCAIS(E);35500;CORNILLE;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0350808N;PRIVE JEANNE D ARC DE VITRE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;42738231565;G285352154H;GUITTARD;Morley;1998-06-28;M;FRANCAIS(E);35500;CORNILLE;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0350808N;PRIVE JEANNE D ARC DE VITRE;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;83795827635;B622898042M;BASTIEN;Daniel;1999-06-03;M;FRANCAIS(E);22540;PEDERNEC;Personne sans activite professionnelle;Personne sans activite professionnelle;S;AB;2016;50;0500002F;EMILE LITTRE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;83795827635;B622898042M;BASTIEN;Daniel;1999-06-03;M;FRANCAIS(E);22540;PEDERNEC;Personne sans activite professionnelle;Personne sans activite professionnelle;S;AB;2016;50;0500002F;EMILE LITTRE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;78771236495;C795678173J;AUVRAY;Sylvain;1998-01-19;M;FRANCAIS(E);29500;ERGUE-GABERIC;Personne sans activite professionnelle;Employe de commerce;TI2D;B;2017;29;0290170C;PRIVE LE LIKES;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;78771236495;C795678173J;AUVRAY;Sylvain;1998-01-19;M;FRANCAIS(E);29500;ERGUE-GABERIC;Personne sans activite professionnelle;Employe de commerce;TI2D;B;2017;29;0290170C;PRIVE LE LIKES;A;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;44347906626;F354832023Q;PERNOT;Deemer;1998-11-06;M;FRANCAIS(E);22600;SAINT-BARNABE;Technicien;Ouvrier qualifie;S;P;2016;22;0221589H;PRIVE ST JOSEPH;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;44347906626;F354832023Q;PERNOT;Deemer;1998-11-06;M;FRANCAIS(E);22600;SAINT-BARNABE;Personne sans activite professionnelle;Ouvrier qualifie;S;P;2016;22;0221589H;PRIVE ST JOSEPH;A;Bourse enseignement supérieur définitive
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;62068812222;H477419252W;LE FLOCH;Pete;1998-12-26;M;FRANCAIS(E);22300;LANNION;Technicien;Cadre de la fonction publique;S;AB;2016;22;0220102S;PRIVE BOSSUET;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;62068812222;H477419252W;LE FLOCH;Pete;1998-12-26;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2016;22;0220102S;PRIVE BOSSUET;D;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;71512776761;H062332985M;RIBES;Diodore;1998-09-08;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Contremaitre-agent de maitrise;S;P;2016;29;0290181P;PRIVE JAVOUHEY KERBONNE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;71512776761;H062332985M;RIBES;Diodore;1998-09-08;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Contremaitre-agent de maitrise;S;P;2016;29;0290181P;PRIVE JAVOUHEY KERBONNE;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;65146886779;F411235116E;LE LAY;Lockie;1999-04-16;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2016;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;65146886779;F411235116E;LE LAY;Lockie;1999-04-16;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2016;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;10739238691;F883165260H;KAUFFMANN;Floyd;1998-02-18;M;FRANCAIS(E);29590;PONT-DE-BUIS-LES-QUIMERCH;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2016;29;0290156M;PRIVE ST LOUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;10739238691;F883165260H;KAUFFMANN;Floyd;1998-02-18;M;FRANCAIS(E);29590;PONT-DE-BUIS-LES-QUIMERCH;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2016;29;0290156M;PRIVE ST LOUIS;E;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;33408388435;I180047335C;GIROUX;Denzel;1998-07-02;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2016;29;0290170C;PRIVE LE LIKES;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;33408388435;I180047335C;GIROUX;Denzel;1998-07-02;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2016;29;0290170C;PRIVE LE LIKES;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;95809759750;P594652286H;PICHOT;Justin;1998-09-29;M;FRANCAIS(E);22120;YFFINIAC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220111B;PRIVE ST PIERRE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;95809759750;P594652286H;PICHOT;Justin;1998-09-29;M;FRANCAIS(E);22120;YFFINIAC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220111B;PRIVE ST PIERRE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;12525760162;J552815915H;CHAPUT;Everett;1999-12-20;M;FRANCAIS(E);22940;PLAINTEL;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;B;2017;22;0220117H;PRIVE SACRE COEUR;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;12525760162;J552815915H;CHAPUT;Everett;1999-12-20;M;FRANCAIS(E);22940;PLAINTEL;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;B;2017;22;0220117H;PRIVE SACRE COEUR;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;58317761538;R139188373V;MUGNIER;Nicodème;1999-10-18;M;FRANCAIS(E);22750;SAINT-JACUT-DE-LA-MER;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;AB;2017;22;0220013V;FONTAINE DES EAUX;C;Bourse enseignement supérieur définitive
